name,major
user495,Mechanical Engineering
user496,Finance
user496,Computer Science
user497,Computer Science
user498,Astrophysics
user498,Public Policy
user499,Economics
user499,Computer Science
user500,Physics
user500,Computer Science
user501,Mathematics
user502,Airline Management and Operations
user503,Electrical Engineering and Computer Science
user504,Physics
user504,English
user505,Physics
user505,Computer Science
user506,Computer Science
user507,Business Undecided
user508,Mathematics
user508,Sociology
user509,Computer Science
user510,Physics
user510,Theatre Arts
user511,Applied Mathematics
user512,Data Science
user513,Computer Science
user513,Psychology
user514,Computer Science
user515,Biomedical Science
user516,Mechanical Engineering
user517,International Politics
user518,Informatics
user519,Computer Science
user520,Biomedical Engineering
user521,Sports Communication and Media
user522,Interdisciplinary Computing and the Arts
user522,Cognitive Science
user523,Integrated Business and Engineering
user524,Computer Science
user525,Computer Science
user526,Computer Science
user527,Music
user527,French
user528,Political Science
user529,Computer Science
user529,Interactive Media
user530,Bioengineering
user530,Business
user531,Computer Science
user532,Physics
user532,Mathematics
user533,English
user534,Economics
user535,Chemistry
user536,Economics
user537,Music
user537,Literary Arts
user538,Computer Science
user538,Applied Math-Economics
user539,Computer Science
user539,Business Analytics
user540,Business
user541,Astrophysics
user542,Computer Science
user543,Computer Science
user544,Mathematics
user544,Philosophy
user545,Geology
user545,Anthropology
user546,Biology
user547,Business
user548,Biology
user549,Computer Science
user550,Environmental Economics
user550,Policy
user551,Computer Science
user551,Mathematics
user552,Computer Science
user553,Mechanical Engineering
user554,Computer Science
user555,Computer Science
user556,Pure Mathematics
user556,Statistics
user557,Computer Science
user558,Computer Science
user559,Chemical Engineering
user559,Computer Science
user560,Sustainable Development
user560,Geography
user561,Computer Science
user562,Computer Engineering
user563,Anthropology
user564,Mathematics
user564,Statistics
user565,Neuroscience
user565,Computer Science
user566,Hotel Administration
user567,Chemical Biology
user568,French Horn Music Performance
user569,Biology
user569,Public Policy
user570,Linguistics
user570,History
user571,Computer Science
user572,Commercial Music
user572,Entrepreneurship
user573,Chemistry
user573,Political Science
user574,City and Regional Planning
user575,Computer Science
user575,Psychology
user576,Business Administration
user577,Mathematics
user577,Astronomy
user578,Biology
user579,Computer Science
user580,Mathematics
user580,Philosophy
user581,Computer Science
user581,Applied Mathematics
user582,Computer Science
user583,Business
user583,Psychology
user584,Human Biology
user585,Electrical Engineering
user585,and Computer Engineering
user586,Management Information Systems
user587,Computer Science
user587,Business Economics
user588,Theatre
user589,Computer Science
user589,Mathematics
user590,Computer Science
user591,Neuroscience
user592,Political Science
user592,Economics
user593,Cognitive Science
user593,Music
user594,Biology
user594,Mathematics
user595,Physics
user595,Quantum Computing
user596,Political Science
user597,Computer Science
user597,Economics
user597,Mathematics
user598,Computer Engineering
user599,English
user600,Business
user600,Political Science
user601,Mathematics
user601,Computer Science
user602,Physics
user603,Biology
user603,Theatre
user604,Computer Science
user605,Astronomy
user605,Physics
user606,Computer Science
user607,Cognitive Science
user608,Computer Science
user609,Computer Science
user609,Music
user610,Computer Science
user611,Mathematics
user611,Economics
user612,Computer Engineering
user613,Computer Science
user613,Mathematics
user614,Psychology
user614,Neuroscience
user615,Computer Science
user616,Chemistry
user617,Computer Science
user618,Pre-Med
user619,Engineering
user620,Computer Science
user621,Computer Science
user622,Computer Science
user623,Biochemistry
user624,Biomedical Engineering
user625,Economics
user626,Material Science
user626,Engineering
user627,Computer Science
user627,Economics
user628,Economics
user629,Finance
user629,Computer Science
user630,N/A
user631,Computer Science
user632,Environmental Engineering
user633,Political Science
user634,Biology
user634,Film
user635,Economics
user635,Industrial Engineering
user635,Computer Science
user636,Electrical Engineering
user636,Computer Engineering
user637,Physics
user638,Biomedical Engineering
user639,Computer Science
user639,Geosciences
user640,Logic and Computation
user641,Computer Science
user642,Business
user643,Government
user643,Theater
user644,Computer Science
user645,Computer Science
user646,Engineering
user647,Mathematics
user647,Economics
user648,Computer Science
user649,Computer Science
user650,Economics
user651,Illustration
user652,Mathematics
user652,Data Science
user652,Economics
user652,Management Science
user652,Engineering
user653,Business
user654,Mathematics
user654,Financial Analysis
user654,and Risk Management
user655,Electrical Engineering
user656,Mathematics
user656,Applied Mathematics
user656,Computer Science
user657,Molecular and Cellular Biology or History and Science
user658,Engineering
user659,Business
user660,Mechanical Engineering
user661,Electrical and Computer Engineering
user662,History
user662,Government
user663,Mathematics
user663,Linguistics
user664,Biology
user665,Undeclared
user666,Visual Arts
user667,Engineering
user668,Pre-Data Theory
user669,Economics
user669,Data Science
user670,Sociology
user671,Marketing
user672,Political Science
user673,Computer Science
user674,Pre-Public Affairs
user675,Finance
user675,Statistics
user676,Computer Science
user676,Finance
user677,Psychology
user678,Undecided
user679,Computer Science
user679,History
user680,Economics
user681,N/A
user682,Music
user682,Computer Science
user683,Data Science
user683,Astronomy
user684,Economics
user684,Ivey Business School
user685,Design/Media Arts
user685,Cognitive Science
user686,Political Science
user686,Economics
user686,Theater
user687,Electrical and Computer Engineering
user688,Undecided
user689,Computer Science
user689,Mathematics
user690,Astrophysics
user691,Computer Science
user692,Philosophy
user692,Neuroscience
user692,Psychology
user693,Neuroscience
user694,Politics
user695,Communication
user696,Political Science
user697,Artificial Intelligence
user698,Biology
user698,English
user699,Undecided
user700,Political Science
user700,Economics
user701,Computer Science
user701,Data Science
user701,Economics
user702,Nuclear Engineering
user703,Environmental Engineering
user704,Undeclared
user705,Mathematical Physics
user705,Pure Mathematics
user706,Political Science
user706,Economics
user707,Undeclared
user708,Electrical and Computer Engineering
user709,Software Engineering
user710,Biomedical Engineering
user711,Computer Science
user712,Computer Science
user713,Electrical Engineering
user714,Computer Science
user715,Mathematics
user716,Computer Science
user717,Computer Science
user718,Undeclared
user719,Undeclared
user720,Computer Science
user721,Software Engineering
user722,Computer Science
user723,Undeclared
user724,General Biology
user725,Bioengineering
user726,English
user727,Undecided
user728,Computer Science
user729,Philosophy
user729,Politics
user729,Economics
user730,Social Studies Education
user731,Undeclared
user732,Computer Science
